"state","location","diff"
"Iowa","Ringgold County",19
"Louisiana","St. John the Baptist Parish",19
"Louisiana","Washington Parish",19
"Mississippi","Jefferson Davis County",19
"Missouri","Linn County",19
"North Dakota","McIntosh County",19
"Ohio","Paulding County",19
"Oklahoma","Washita County",19
"Tennessee","Lincoln County",19
"Texas","DeWitt County",19
"Texas","Polk County",19
"Virginia","King and Queen County",19
"Mississippi","Perry County",19
"Tennessee","Grundy County",19
"Iowa","Ida County",19
"Kansas","Sherman County",19
"Nebraska","Richardson County",19
"Texas","Blanco County",19
"Virginia","Highland County",19
"Missouri","Adair County",19.1
"Texas","Bosque County",19.1
"Arkansas","Woodruff County",19.1
"Florida","Hardee County",19.1
"Georgia","Mitchell County",19.1
"Kentucky","Gallatin County",19.1
"Mississippi","Marion County",19.1
"Arizona","Cochise County",19.1
"California","Merced County",19.1
"Colorado","Conejos County",19.1
"Georgia","Clayton County",19.1
"Georgia","Lincoln County",19.1
"Hawaii","Hawaii",19.1
"Kansas","Allen County",19.1
"Michigan","Ingham County",19.1
"Mississippi","Smith County",19.1
"Mississippi","Wilkinson County",19.1
"New Mexico","Grant County",19.1
"New Mexico","Rio Arriba County",19.1
"North Dakota","Golden Valley County",19.1
"South Carolina","Allendale County",19.1
"Tennessee","Lake County",19.1
"Texas","Bailey County",19.1
"Virginia","Augusta County, Waynesboro City",19.1
"Virginia","Henry County",19.1
"Virginia","Lexington City",19.1
"West Virginia","Pleasants County",19.1
"Indiana","Bartholomew County",19.2
"Iowa","Calhoun County",19.2
"Kentucky","Perry County",19.2
"Louisiana","Jefferson Parish",19.2
"Mississippi","Claiborne County",19.2
"Missouri","Jefferson County",19.2
"Nebraska","Dixon County",19.2
"South Carolina","Lancaster County",19.2
"Georgia","Elbert County",19.2
"Mississippi","Chickasaw County",19.2
"South Carolina","Barnwell County",19.2
"Virginia","Patrick County",19.2
"Florida","Wakulla County",19.2
"Kansas","Elk County",19.2
"Louisiana","De Soto Parish",19.2
"Louisiana","Sabine Parish",19.2
"Missouri","Taney County",19.2
"North Carolina","Hyde County",19.2
"North Carolina","Jones County",19.2
"Oklahoma","Dewey County",19.2
"South Carolina","Colleton County",19.2
"South Carolina","Georgetown County",19.2
"Texas","Burnet County",19.2
"Texas","Nacogdoches County",19.2
"Virginia","Nottoway County",19.2
"Virginia","Scott County",19.2
"Arizona","Santa Cruz County",19.3
"Arkansas","Clark County",19.3
"Arkansas","Lonoke County",19.3
"Georgia","Muscogee County",19.3
"Iowa","Kossuth County",19.3
"Kansas","Ottawa County",19.3
"Missouri","Washington County",19.3
"Nebraska","Harlan County",19.3
"Nebraska","Loup County",19.3
"North Carolina","Johnston County",19.3
"Oklahoma","Ellis County",19.3
"South Carolina","Dillon County",19.3
"Tennessee","Crockett County",19.3
"Texas","Brown County",19.3
"Texas","Garza County",19.3
"Texas","Titus County",19.3
"Arkansas","Drew County",19.3
"Texas","Fannin County",19.3
"Texas","Sherman County",19.3
"Alabama","Marion County",19.3
"Arkansas","Scott County",19.3
"Iowa","Taylor County",19.3
"Kansas","Nemaha County",19.3
"Minnesota","Yellow Medicine County",19.3
"Nebraska","Polk County",19.3
"Pennsylvania","Westmoreland County",19.3
"Texas","Andrews County",19.3
"Texas","Bastrop County",19.3
"Alabama","Marshall County",19.4
"Arkansas","Franklin County",19.4
"Georgia","Grady County",19.4
"Indiana","DeKalb County",19.4
"Kansas","Linn County",19.4
"Mississippi","Alcorn County",19.4
"Missouri","Harrison County",19.4
"Missouri","Miller County",19.4
"Missouri","Monroe County",19.4
"Missouri","Polk County",19.4
"Nebraska","Chase County",19.4
"New Mexico","Guadalupe County",19.4
"Texas","Bell County",19.4
"Texas","Dawson County",19.4
"West Virginia","Fayette County",19.4
"Arkansas","Randolph County",19.4
"Louisiana","Concordia Parish",19.4
"West Virginia","Roane County",19.4
"Texas","Yoakum County",19.4
"Ohio","Mahoning County",19.5
"Texas","Comanche County",19.5
"Kansas","Stevens County",19.5
"Mississippi","Wayne County",19.5
"Texas","Colorado County",19.5
"Texas","Wheeler County",19.5
"Indiana","Clinton County",19.6
"Indiana","Henry County",19.6
"Iowa","Jasper County",19.6
"Iowa","Muscatine County",19.6
"Louisiana","East Baton Rouge Parish",19.6
"Oklahoma","Comanche County",19.6
"Alabama","Pickens County",19.6
"Arkansas","Montgomery County",19.6
"Mississippi","Greene County",19.6
"Arkansas","Sebastian County",19.6
"Arkansas","Sevier County",19.6
"Iowa","Wapello County",19.6
"Kansas","Rice County",19.6
"Kentucky","Henry County",19.6
"Kentucky","Robertson County",19.6
"Mississippi","Prentiss County",19.6
"Missouri","Lawrence County",19.6
"Missouri","Schuyler County",19.6
"Pennsylvania","Snyder County",19.6
"Texas","Briscoe County",19.6
"Texas","Delta County",19.6
"Texas","Lee County",19.6
"Texas","Orange County",19.6
"Kansas","Osborne County",19.7
"Kansas","Wabaunsee County",19.7
"Kansas","Wilson County",19.7
"Nebraska","Johnson County",19.7
"Oklahoma","Caddo County",19.7
"Virginia","Brunswick County",19.7
"Missouri","Ozark County",19.7
"Texas","San Augustine County",19.7
"Texas","Swisher County",19.7
"Georgia","Miller County",19.7
"Indiana","Jackson County",19.7
"Iowa","Clayton County",19.7
"Kentucky","Harrison County",19.7
"Nebraska","Nuckolls County",19.7
"North Carolina","Martin County",19.7
"Pennsylvania","Juniata County",19.7
"Texas","Austin County",19.7
"Texas","Motley County",19.7
"West Virginia","Cabell County",19.7
"Alabama","Conecuh County",19.8
"Florida","Jefferson County",19.8
"Georgia","Coweta County",19.8
"Kansas","Sheridan County",19.8
"North Carolina","Bladen County",19.8
"North Dakota","Grant County",19.8
"North Dakota","Renville County",19.8
"Texas","Coryell County",19.8
"Texas","Kerr County",19.8
"Texas","Robertson County",19.8
"Kentucky","Hancock County",19.8
"Kentucky","Nicholas County",19.8
"Ohio","Pike County",19.8
"Arkansas","Union County",19.8
"Iowa","Decatur County",19.8
"Kansas","Miami County",19.8
"Louisiana","Morehouse Parish",19.8
"Nebraska","Hayes County",19.8
"Nebraska","Valley County",19.8
"North Dakota","Mountrail County",19.9
"Alabama","DeKalb County",19.9
"Georgia","Whitfield County",19.9
"Indiana","Howard County",19.9
"Iowa","Wayne County",19.9
"Kansas","Stafford County",19.9
"Kentucky","Metcalfe County",19.9
"Nebraska","York County",19.9
"North Carolina","Perquimans County",19.9
"Oklahoma","Seminole County",19.9
"Texas","Bandera County",19.9
"Texas","Reeves County",19.9
"Texas","San Jacinto County",19.9
"Virginia","Floyd County",19.9
"Alabama","Geneva County",19.9
"North Carolina","Sampson County",19.9
"Texas","Hockley County",19.9
"Texas","King County",19.9
"Texas","Morris County",19.9
"Nebraska","Webster County",19.9
"Texas","Irion County",19.9
"Alabama","Bullock County",20
"Mississippi","Jones County",20
"Alabama","Chilton County",20
"Arkansas","Chicot County",20
"California","Madera County",20
"Kansas","Woodson County",20
"Louisiana","Caddo Parish",20
"Louisiana","Union Parish",20
"Louisiana","Vernon Parish",20
"Mississippi","Clarke County",20
"Mississippi","Franklin County",20
"Missouri","Osage County",20
"Missouri","Pulaski County",20
"Nebraska","Gosper County",20
"Texas","Ector County",20
"Virginia","Wythe County",20
"West Virginia","Pocahontas County",20
"North Carolina","Vance County",20
"Iowa","Sioux County",20.1
"Nebraska","Antelope County",20.1
"North Dakota","Oliver County",20.1
"Alabama","Monroe County",20.1
"Georgia","Polk County",20.1
"Missouri","New Madrid County",20.1
"Tennessee","Perry County",20.1
"Florida","Escambia County",20.1
"Kansas","Gray County",20.1
"Kansas","Ness County",20.1
"Mississippi","Stone County",20.1
"Missouri","Barry County",20.1
"Missouri","Buchanan County",20.1
"Missouri","Stoddard County",20.1
"North Carolina","Pamlico County",20.1
"South Carolina","Williamsburg County",20.1
"Texas","Hill County",20.1
"Texas","Marion County",20.1
"Washington","Grant County",20.1
"Alabama","Fayette County",20.2
"Kansas","Greeley County",20.2
"Louisiana","Tangipahoa Parish",20.2
"Mississippi","Copiah County",20.2
"Mississippi","Lee County",20.2
"Mississippi","Marshall County",20.2
"Mississippi","Pike County",20.2
"Nebraska","Logan County",20.2
"North Carolina","Greene County",20.2
"Texas","Grimes County",20.2
"Kentucky","Adair County",20.2
"Mississippi","Clay County",20.2
"South Carolina","Union County",20.2
"West Virginia","Wirt County",20.2
"Alabama","Henry County",20.2
"Arkansas","Newton County",20.2
"California","San Benito County",20.2
"Indiana","Wells County",20.2
"Iowa","Iowa County",20.2
"Michigan","St. Joseph County",20.2
"Missouri","Johnson County",20.2
"Texas","Brewster County",20.2
"Texas","Scurry County",20.2
"Washington","Franklin County",20.2
"West Virginia","Mercer County",20.2
"Arkansas","Carroll County",20.3
"Arkansas","Sharp County",20.3
"Florida","Franklin County",20.3
"Louisiana","St. Mary Parish",20.3
"Louisiana","Winn Parish",20.3
"Minnesota","Mahnomen County",20.3
"Mississippi","Tate County",20.3
"Missouri","Maries County",20.3
"Nebraska","Cedar County",20.3
"North Carolina","Lee County",20.3
"Texas","Throckmorton County",20.3
"Wyoming","Big Horn County",20.3
"Louisiana","Bienville Parish",20.3
"Oklahoma","Atoka County",20.3
"Iowa","Jones County",20.3
"Kansas","Brown County",20.3
"Kansas","Meade County",20.3
"Kansas","Morris County",20.3
"Minnesota","Fillmore County",20.3
"Nebraska","Garden County",20.3
"Oklahoma","Major County",20.3
"Texas","Coleman County",20.3
"Iowa","Van Buren County",20.4
"Mississippi","Monroe County",20.4
"Mississippi","Tunica County",20.4
"Missouri","Wayne County",20.4
"North Dakota","McHenry County",20.4
"Tennessee","Bedford County",20.4
"Texas","Burleson County",20.4
"Texas","Lipscomb County",20.4
"Texas","Lynn County",20.4
"Virginia","Appomattox County",20.4
"Mississippi","Sharkey County",20.4
"North Dakota","McLean County",20.4
"South Carolina","Kershaw County",20.4
"Alabama","Franklin County",20.5
"Arkansas","Pope County",20.5
"Kansas","Republic County",20.5
"Mississippi","Itawamba County",20.5
"Mississippi","Jefferson County",20.5
"Nebraska","Boyd County",20.5
"North Carolina","Randolph County",20.5
"Oklahoma","Cimarron County",20.5
"Oklahoma","Stephens County",20.5
"South Carolina","Sumter County",20.5
"Texas","Lavaca County",20.5
"Texas","Parmer County",20.5
"Oklahoma","McCurtain County",20.5
"Virginia","Pittsylvania County",20.5
"Minnesota","Watonwan County",20.5
"Iowa","Tama County",20.6
"South Carolina","Hampton County",20.6
"Arkansas","Madison County",20.6
"Arkansas","Perry County",20.6
"California","Tulare County",20.6
"Georgia","Catoosa County",20.6
"Georgia","Chattooga County",20.6
"Georgia","Haralson County",20.6
"Indiana","Hendricks County",20.6
"Kansas","Anderson County",20.6
"Kansas","Wallace County",20.6
"Mississippi","Issaquena County",20.6
"Oklahoma","Kiowa County",20.6
"Texas","Coke County",20.6
"Texas","Medina County",20.6
"Texas","Uvalde County",20.6
"Virginia","Emporia City",20.6
"North Carolina","Nash County",20.7
"Oklahoma","Woodward County",20.7
"South Dakota","Day County",20.7
"Texas","Runnels County",20.7
"Texas","Terry County",20.7
"Kentucky","Bracken County",20.7
"Texas","Haskell County",20.7
"Texas","Sabine County",20.7
"Alabama","Talladega County",20.7
"Georgia","Bartow County",20.7
"Iowa","Washington County",20.7
"Missouri","Bollinger County",20.7
"Nebraska","Dakota County",20.7
"Nebraska","Kimball County",20.7
"Texas","Collingsworth County",20.7
"West Virginia","Tyler County",20.7
"Arkansas","Pike County",20.8
"California","Colusa County",20.8
"Georgia","Seminole County",20.8
"Louisiana","Jackson Parish",20.8
"Missouri","Atchison County",20.8
"North Carolina","Swain County",20.8
"North Dakota","Rolette County",20.8
"South Carolina","Chester County",20.8
"South Dakota","Mellette County",20.8
"West Virginia","Marshall County",20.8
"Kansas","Lane County",20.8
"Nebraska","Hooker County",20.8
"Virginia","Mecklenburg County",20.8
"Arkansas","Baxter County",20.9
"Arkansas","Logan County",20.9
"Iowa","Clinton County",20.9
"Kansas","Clark County",20.9
"Kentucky","Marion County",20.9
"Louisiana","Avoyelles Parish",20.9
"Missouri","Benton County",20.9
"Nebraska","Perkins County",20.9
"Ohio","Defiance County",20.9
"Texas","Limestone County",20.9
"Texas","Nolan County",20.9
"Texas","Refugio County",20.9
"Mississippi","Jasper County",20.9
"Mississippi","Scott County",20.9
"North Carolina","Halifax County",20.9
"Arkansas","Cleveland County",21
"Oklahoma","Jefferson County",21
"Kansas","Seward County",21
"Minnesota","Freeborn County",21
"Nebraska","Arthur County",21
"North Dakota","Dunn County",21
"Oklahoma","Beaver County",21
"Texas","Cass County",21
"Nebraska","Saline County",21.1
"North Dakota","Divide County",21.1
"Arkansas","Desha County",21.1
"Mississippi","George County",21.1
"Texas","Trinity County",21.1
"Missouri","Caldwell County",21.1
"Nebraska","Thayer County",21.1
"South Carolina","Richland County",21.1
"South Dakota","Douglas County",21.1
"Texas","Castro County",21.1
"Texas","Zavala County",21.1
"Kansas","Decatur County",21.2
"Kansas","Doniphan County",21.2
"Missouri","Knox County",21.2
"Nebraska","Dawson County",21.2
"Pennsylvania","Lawrence County",21.2
"Texas","Falls County",21.2
"Texas","McMullen County",21.2
"Arkansas","Yell County",21.2
"Mississippi","Lawrence County",21.2
"Hawaii","Honolulu County",21.2
"Indiana","Fountain County",21.2
"Indiana","Rush County",21.2
"Kentucky","Bath County",21.2
"Nebraska","Hitchcock County",21.2
"North Dakota","Burke County",21.2
"South Dakota","Gregory County",21.2
"Texas","Lamb County",21.2
"Kansas","Haskell County",21.3
"Louisiana","Caldwell Parish",21.3
"Louisiana","West Feliciana Parish",21.3
"Mississippi","Noxubee County",21.3
"Nebraska","Banner County",21.3
"Texas","Hardeman County",21.3
"Texas","Upshur County",21.3
"Louisiana","East Carroll Parish",21.3
"Indiana","Montgomery County",21.3
"Missouri","Clark County",21.3
"Nebraska","Morrill County",21.3
"Oklahoma","Love County",21.3
"South Carolina","Bamberg County",21.3
"Texas","Bee County",21.3
"Iowa","Davis County",21.4
"Missouri","Holt County",21.4
"Missouri","Lewis County",21.4
"South Dakota","Clark County",21.4
"Texas","Edwards County",21.4
"Texas","Milam County",21.4
"Texas","Real County",21.4
"South Carolina","Clarendon County",21.4
"Texas","Madison County",21.4
"North Dakota","Sheridan County",21.4
"Virginia","Alleghany County",21.4
"Texas","Jasper County",21.5
"Kentucky","Cumberland County",21.5
"Missouri","Ste. Genevieve County",21.5
"New Mexico","Hidalgo County",21.5
"North Carolina","Beaufort County",21.5
"Ohio","Lawrence County",21.5
"South Carolina","Berkeley County",21.5
"Texas","Atascosa County",21.5
"Texas","Cottle County",21.5
"Texas","Crosby County",21.5
"Texas","Leon County",21.5
"Georgia","Decatur County",21.5
"Indiana","Clay County",21.5
"Oklahoma","Lincoln County",21.5
"Texas","Kent County",21.5
"West Virginia","Wetzel County",21.5
"Iowa","Worth County",21.5
"North Dakota","Hettinger County",21.5
"Alabama","Sumter County",21.6
"Arkansas","Izard County",21.6
"Texas","Brooks County",21.6
"Kansas","Jewell County",21.7
"Kansas","Pottawatomie County",21.7
"Texas","Kleberg County",21.7
"North Carolina","Rockingham County",21.7
"Texas","Upton County",21.7
"South Dakota","Jackson County",21.7
"Texas","Duval County",21.7
"Texas","Schleicher County",21.7
"Mississippi","Holmes County",21.8
"Oklahoma","Harmon County",21.8
"Arkansas","Calhoun County",21.8
"Louisiana","Franklin Parish",21.8
"Texas","Cochran County",21.8
"West Virginia","Grant County",21.8
"Iowa","Winnebago County",21.9
"Louisiana","Catahoula Parish",21.9
"Nebraska","Franklin County",21.9
"South Carolina","Lexington County",21.9
"Texas","Camp County",21.9
"Texas","Waller County",21.9
"Texas","Zapata County",21.9
"Virginia","Pulaski County",21.9
"Texas","Taylor County",21.9
"Nebraska","Clay County",22
"Kansas","Cheyenne County",22
"Kansas","Hamilton County",22
"Nebraska","Frontier County",22
"South Dakota","Perkins County",22
"Texas","Fisher County",22
"Texas","Frio County",22
"Virginia","Botetourt County",22
"West Virginia","Pendleton County",22
"Texas","Mills County",22
"Nebraska","Furnas County",22.1
"Kansas","Osage County",22.1
"Kentucky","Washington County",22.1
"Oregon","Malheur County",22.1
"Arkansas","Polk County",22.2
"Georgia","Paulding County",22.2
"Kansas","Morton County",22.2
"Kansas","Gove County",22.2
"Kansas","Smith County",22.3
"Kansas","Wyandotte County",22.3
"West Virginia","Barbour County",22.3
"Texas","Matagorda County",22.3
"Texas","Stonewall County",22.3
"Kansas","Rush County",22.4
"Mississippi","Panola County",22.4
"Oklahoma","Texas County",22.4
"South Dakota","Kingsbury County",22.4
"Texas","Knox County",22.4
"Texas","Baylor County",22.4
"Texas","Martin County",22.4
"Nebraska","Rock County",22.4
"Nebraska","Boone County",22.5
"South Dakota","Roberts County",22.5
"Texas","Calhoun County",22.5
"Texas","Hale County",22.5
"Texas","Terrell County",22.5
"Indiana","Parke County",22.6
"Kentucky","Meade County",22.6
"Georgia","Chattahoochee County",22.6
"South Dakota","Hyde County",22.6
"Texas","Dimmit County",22.7
"North Carolina","Franklin County",22.7
"Virginia","Craig County",22.7
"Arkansas","Conway County",22.7
"South Dakota","Brule County",22.7
"Virginia","Bath County",22.7
"Kansas","Cherokee County",22.8
"Missouri","Sullivan County",22.8
"West Virginia","Harrison County",22.8
"Oklahoma","Roger Mills County",22.8
"Alabama","Marengo County",22.8
"Iowa","Cedar County",22.8
"Texas","Foard County",22.8
"Texas","Live Oak County",22.9
"Texas","Webb County",22.9
"Alabama","Greene County",22.9
"Iowa","Keokuk County",22.9
"South Carolina","Orangeburg County",23
"Texas","Hall County",23
"Kansas","Kearny County",23
"Nebraska","Thomas County",23
"Oklahoma","Garfield County",23
"Texas","Borden County",23
"Texas","Presidio County",23
"Arkansas","Dallas County",23
"South Carolina","Saluda County",23.1
"Missouri","McDonald County",23.1
"West Virginia","Greenbrier County",23.1
"West Virginia","Randolph County",23.1
"Kansas","Stanton County",23.2
"Texas","Hidalgo County",23.2
"West Virginia","Preston County",23.2
"Nebraska","Sherman County",23.3
"Texas","Gaines County",23.3
"Texas","Hudspeth County",23.3
"Nebraska","Deuel County",23.4
"Arkansas","Johnson County",23.4
"Texas","Jim Wells County",23.4
"Kentucky","Breckinridge County",23.4
"Kentucky","Fulton County",23.4
"New Mexico","Luna County",23.4
"Virginia","Giles County",23.5
"Iowa","Jackson County",23.5
"Texas","Liberty County",23.5
"Alabama","Choctaw County",23.5
"Alabama","Perry County",23.6
"Georgia","Dade County",23.6
"Alabama","Hale County",23.6
"South Carolina","Calhoun County",23.6
"Texas","El Paso County",23.6
"Texas","Jeff Davis County",23.6
"Iowa","Henry County",23.6
"Alabama","Lowndes County",23.7
"Texas","Reagan County",23.7
"Kansas","Atchison County",23.8
"Mississippi","Amite County",23.8
"Mississippi","Quitman County",23.8
"South Dakota","Charles Mix County",23.8
"West Virginia","Upshur County",23.8
"Kansas","Jackson County",23.9
"Texas","Culberson County",23.9
"Texas","Val Verde County",23.9
"Colorado","Morgan County",23.9
"West Virginia","Tucker County",24
"Louisiana","Red River Parish",24.1
"Iowa","Louisa County",24.2
"North Dakota","McKenzie County",24.2
"Louisiana","Tensas Parish",24.2
"Texas","Willacy County",24.3
"Alabama","Wilcox County",24.3
"Arkansas","Ouachita County",24.4
"Louisiana","East Feliciana Parish",24.4
"North Dakota","Benson County",24.4
"Texas","Starr County",24.5
"West Virginia","Mason County",24.5
"Nebraska","McPherson County",24.5
"Louisiana","West Baton Rouge Parish",24.6
"Nebraska","Dundy County",24.6
"South Dakota","Lyman County",24.6
"South Carolina","Newberry County",24.7
"Texas","Gonzales County",24.9
"Virginia","Covington City",24.9
"West Virginia","Monroe County",25
"Louisiana","Madison Parish",25.2
"North Dakota","Slope County",25.4
"Mississippi","Kemper County",25.5
"Oklahoma","Harper County",25.5
"South Carolina","Fairfield County",25.9
"California","Imperial County",26.1
"Texas","Cameron County",26.2
"Texas","Maverick County",26.4
"Louisiana","St. Helena Parish",26.5
"Texas","Kenedy County",26.7
"Kansas","Jefferson County",27.3
"Washington","Adams County",28.5
"Texas","Loving County",31.1
